ID,Betrieb,Feldname,Fläche (ha),Erntejahr,Aussaattermin,Erntedatum,Kultur,realer Ertrag (dt / ha),reale N-Menge (kg N / ha),Unnamed: 11,Unnamed: 12
,Farm 9,Field 322,20.35,2021.0,2020-10-03 00:00:00,2020-08-23 00:00:00.000,Winterweichweizen,82.44738957138956,224.0,,
,Farm 9,Field 322,21.37,2020.0,2019-08-30 00:00:00,2020-08-31 00:00:00.000,Winterraps,31.698510526207528,203.0,,
,Farm 9,Field 323,23.0,2018.0,2017-08-26 00:00:00,2018-07-22 00:00:00.000,Winterraps,36.2,196.0,,
,Farm 9,Field 323,23.02,2019.0,2018-09-30 00:00:00,2019-08-23 00:00:00.000,Winterweichweizen,94.56907037358819,222.0,,
,Farm 9,Field 323,23.33,2021.0,2020-09-19 00:00:00,2021-07-12 00:00:00.000,Wintergerste,97.59687915316223,191.0,,
,Farm 9,Field 323,23.0029,2023.0,2022-10-10 00:00:00,2023-08-11 20:00:00.000,Winterweichweizen,88.34250331873997,189.0,,
,Farm 9,Field 324,0.69,2019.0,2018-09-21 00:00:00,2019-07-18 00:00:00.000,Wintergerste,75.56521739130436,202.0,,
,Farm 9,Field 324,0.69,2018.0,2018-04-28 00:00:00,2018-09-29 00:00:00.000,Silomais,348.405797101449,222.0,,
,Farm 9,Field 325,8.4944,2023.0,2022-10-05 00:00:00,2023-08-11 00:00:00.000,Winterweichweizen,77.97914470517348,195.0,,
,Farm 9,Field 325,8.48,2021.0,2020-10-03 00:00:00,2021-07-18 00:00:00.000,Wintergerste,89.75134944278936,190.0,,
,Farm 9,Field 326,15.94,2020.0,2019-10-30 00:00:00,2020-08-11 00:00:00.000,Winterweichweizen,96.20285486143212,206.0,,
,Farm 9,Field 326,15.94,2018.0,2017-10-18 00:00:00,2018-07-24 00:00:00.000,Winterweichweizen,55.950439146800505,230.0,,
,Farm 9,Field 326,15.94,2019.0,2018-09-05 00:00:00,2019-08-06 00:00:00.000,Winterraps,42.09849435382685,248.0,,
,Farm 9,Field 326,15.9603,2023.0,2022-09-22 00:00:00,2023-07-09 16:00:00.000,Wintergerste,94.7051166027343,183.0,,
,Farm 9,Field 327,8.4,2021.0,2020-09-24 00:00:00,2021-08-26 00:00:00.000,Winterweichweizen,90.7296277777778,273.0,,
,Farm 9,Field 327,7.71,2019.0,2018-09-21 00:00:00,2019-07-18 00:00:00.000,Wintergerste,95.55123216601817,188.0,,
,Farm 9,Field 327,7.71,2018.0,2018-04-28 00:00:00,2018-09-29 00:00:00.000,Silomais,503.942931258106,222.0,,
,Farm 9,Field 327,7.72,2020.0,2019-09-01 00:00:00,2020-07-24 00:00:00.000,Winterraps,39.01285206115129,233.0,,
,Farm 9,Field 328,24.53,2021.0,2020-09-23 00:00:00,2020-08-21 00:00:00.000,Winterweichweizen,83.59016199283369,230.0,,
,Farm 9,Field 328,24.53,2020.0,2019-08-29 00:00:00,2020-08-01 00:00:00.000,Winterraps,32.92180391357521,264.0,,
,Farm 9,Field 329,5.0,2021.0,2020-09-27 00:00:00,2021-07-20 00:00:00.000,Wintergerste,86.57151695906433,197.0,,
,Farm 9,Field 329,5.1073,2023.0,2022-10-05 00:00:00,2023-08-10 00:00:00.000,Winterweichweizen,92.94957532979682,105.0,,
,Farm 9,Field 329,5.12,2020.0,2019-09-25 00:00:00,2020-07-13 00:00:00.000,Wintergerste,90.55203018777411,178.0,,
,Farm 9,Field 330,26.9,2020.0,2019-08-29 00:00:00,2020-08-01 00:00:00.000,Winterraps,33.44455994934434,264.0,,
,Farm 9,Field 330,26.9,2021.0,2020-09-23 00:00:00,2020-08-21 00:00:00.000,Winterweichweizen,81.87608256266441,217.0,,
,Farm 9,Field 331,1.9240000000000002,2023.0,2022-10-05 00:00:00,2023-08-11 00:00:00.000,Winterweichweizen,85.74751310014466,105.0,,
,Farm 9,Field 332,18.99,2018.0,2017-08-25 00:00:00,2018-07-17 00:00:00.000,Winterraps,35.758820431806214,232.0,,
,Farm 9,Field 332,19.68,2019.0,2018-09-28 00:00:00,2019-07-28 00:00:00.000,Winterweichweizen,102.03506097560975,220.0,,
,Farm 9,Field 332,19.8058,2023.0,2022-09-24 00:00:00,2023-08-13 07:12:00.000,Winterweichweizen,91.03800806415086,198.0,,
,Farm 9,Field 332,19.81,2021.0,2020-09-21 00:00:00,2021-07-18 00:00:00.000,Wintergerste,98.5088859959085,201.0,,
,Farm 9,Field 333,21.46,2021.0,2020-09-19 00:00:00,2021-07-13 00:00:00.000,Wintergerste,92.78600725952813,190.0,,
,Farm 9,Field 333,21.06,2019.0,2018-09-30 00:00:00,2019-08-23 00:00:00.000,Winterweichweizen,93.7644824311491,221.0,,
,Farm 9,Field 333,21.0,2018.0,2017-09-05 00:00:00,2018-07-21 00:00:00.000,Winterraps,31.294285714285714,196.0,,
,Farm 9,Field 333,20.9798,2023.0,2022-10-11 00:00:00,2023-08-12 17:27:16.364,Winterweichweizen,90.5797828699497,195.0,,
